# one row a sampled receiver. dis: bit a*4+e is SET when the bins and the
# reference cast answered that sun position differently. azimuths 120 240, elevations 5 15 30 60
x,y,z,dis,varies
20880,-36496,257.875,0,0
23056,-36496,274.75,0,1
25232,-36496,454.875,0,1
27408,-36496,733.5,0,0
29584,-36496,619.625,64,1
31760,-36496,589.25,0,1
17040,-36528,905,4,1
19216,-36528,492.75,0,1
21392,-36528,247,4,1
23568,-36528,257,4,1
25744,-36528,660.625,0,1
27920,-36528,656.375,128,1
30096,-36528,654,0,1
32272,-36528,615.25,0,1
17552,-36560,858,0,1
19728,-36560,385,0,1
21904,-36560,279,4,1
24080,-36560,253,0,1
26256,-36560,640,0,1
28432,-36560,639.375,0,1
30608,-36560,623.375,0,1
32784,-36560,610.25,0,1
18064,-36592,820,0,1
20240,-36592,311.875,0,0
22416,-36592,307,128,1
24592,-36592,248.25,0,1
26768,-36592,664.125,0,1
28944,-36592,606.125,0,1
31120,-36592,645,8,1
16400,-36624,985.125,0,1
18576,-36624,734.375,0,1
20752,-36624,265.875,0,1
22928,-36624,293.875,0,1
25104,-36624,479.25,0,1
27280,-36624,709.375,0,1
29456,-36624,623.875,64,1
31632,-36624,585.125,128,1
16912,-36656,937.75,4,1
19088,-36656,504.25,0,1
21264,-36656,255,0,1
23440,-36656,288,4,1
25616,-36656,672,0,1
27792,-36656,664.5,0,1
29968,-36656,629,128,1
32144,-36656,614.25,0,1
17424,-36688,884,0,1
19600,-36688,409,0,1
21776,-36688,287,4,1
23952,-36688,279,0,1
26128,-36688,644.625,0,1
28304,-36688,648.625,0,1
30480,-36688,614.25,0,1
32656,-36688,584,0,1
17936,-36720,847.125,8,1
20112,-36720,327.125,0,1
22288,-36720,322.875,132,1
24464,-36720,292.625,128,1
26640,-36720,660.875,0,1
28816,-36720,608,8,1
30992,-36720,640.75,0,1
16272,-36752,984,0,1
18448,-36752,750.125,0,1
20624,-36752,275,0,1
22800,-36752,324,0,1
24976,-36752,523.375,0,1
27152,-36752,704,0,1
29328,-36752,626.875,0,1
31504,-36752,584,0,1
16784,-36784,944.375,0,1
18960,-36784,515,0,0
21136,-36784,263,8,1
23312,-36784,324.375,0,1
25488,-36784,672.375,0,1
27664,-36784,665.875,0,1
29840,-36784,625.75,132,1
32016,-36784,651.625,0,0
17296,-36816,900.375,0,1
19472,-36816,432,0,1
21648,-36816,290,0,1
23824,-36816,317,0,1
26000,-36816,658.375,0,1
28176,-36816,657,8,1
30352,-36816,605.875,0,1
32528,-36816,594.375,0,1
17808,-36848,866.25,0,1
19984,-36848,350,0,0
22160,-36848,326.25,0,1
24336,-36848,333.75,128,1
26512,-36848,660.25,8,1
28688,-36848,614,8,1
30864,-36848,633.875,128,1
16144,-36880,984,0,1
18320,-36880,755.75,0,1
20496,-36880,288,0,1
22672,-36880,354.125,0,1
24848,-36880,551,0,1
27024,-36880,696,0,1
29200,-36880,628,0,1
31376,-36880,588.125,128,1
16656,-36912,951.375,0,1
18832,-36912,529.375,0,1
21008,-36912,278.375,0,1
23184,-36912,363,0,1
25360,-36912,707,0,1
27536,-36912,657.375,128,1
29712,-36912,627.375,4,1
31888,-36912,638.375,0,1
17168,-36944,920.375,0,1
19344,-36944,444,0,1
21520,-36944,278,0,1
23696,-36944,360.625,0,1
25872,-36944,678,0,1
28048,-36944,655.25,0,1
30224,-36944,592.625,0,1
32400,-36944,630.625,0,1
17680,-36976,884.125,0,1
19856,-36976,370.875,0,1
22032,-36976,317.75,0,1
24208,-36976,382.875,0,1
26384,-36976,663.25,4,1
28560,-36976,630,0,1
30736,-36976,626.75,0,1
32912,-36976,584,0,1
18192,-37008,776.75,0,1
20368,-37008,309,0,0
22544,-37008,375.125,0,1
24720,-37008,557.25,8,1
26896,-37008,670.75,64,1
29072,-37008,626.875,136,1
31248,-37008,615.375,0,1
16528,-37040,942.75,0,1
18704,-37040,545,0,0
20880,-37040,294,0,0
23056,-37040,405.625,0,1
25232,-37040,727.75,0,1
27408,-37040,656,0,1
29584,-37040,657.375,0,1
31760,-37040,590.25,0,1
17040,-37072,936,8,1
19216,-37072,440,0,1
21392,-37072,284.25,0,1
23568,-37072,407,0,1
25744,-37072,686.625,0,1
27920,-37072,656.25,0,1
30096,-37072,609,0,1
32272,-37072,626.875,0,1
17552,-37104,903.875,0,1
19728,-37104,390,0,1
21904,-37104,308.875,0,1
24080,-37104,437,0,1
26256,-37104,681,4,1
28432,-37104,643,0,1
30608,-37104,612.5,128,1
32784,-37104,584,0,1
18064,-37136,800.875,0,1
20240,-37136,333,0,0
22416,-37136,391.25,136,1
24592,-37136,578.5,0,1
26768,-37136,664,8,1
28944,-37136,644,0,1
31120,-37136,705,0,1
16400,-37168,958.125,0,1
18576,-37168,565,128,1
20752,-37168,312.625,0,0
22928,-37168,455,0,1
25104,-37168,712.25,0,1
27280,-37168,663,0,1
29456,-37168,676.625,0,1
31632,-37168,584,0,1
16912,-37200,965.625,0,1
19088,-37200,423.625,0,1
21264,-37200,313.625,0,1
23440,-37200,462,128,1
25616,-37200,701.625,0,1
27792,-37200,658.625,0,1
29968,-37200,635.75,0,1
32144,-37200,584,0,1
17424,-37232,922.875,0,1
19600,-37232,401.875,0,1
21776,-37232,319.5,8,1
23952,-37232,493,0,1
26128,-37232,700.875,0,1
28304,-37232,649.125,0,1
30480,-37232,595.875,8,1
32656,-37232,584,0,1
17936,-37264,824.875,0,1
20112,-37264,357,0,1
22288,-37264,402.125,0,1
24464,-37264,613.5,0,1
26640,-37264,673.875,0,1
28816,-37264,657.375,0,1
30992,-37264,710.125,0,1
16272,-37296,980.375,0,1
18448,-37296,589.375,0,1
20624,-37296,372,0,1
22800,-37296,502,136,1
24976,-37296,721.75,0,1
27152,-37296,666.625,0,1
29328,-37296,683.625,0,1
31504,-37296,584,0,1
16784,-37328,984,0,1
18960,-37328,401.625,0,1
21136,-37328,440.625,8,1
23312,-37328,510.75,132,1
25488,-37328,703,0,0
27664,-37328,665.5,0,1
29840,-37328,680.125,0,1
32016,-37328,584,0,1
17296,-37360,943.125,0,1
19472,-37360,395.875,0,1
21648,-37360,412.75,0,1
23824,-37360,546,0,1
26000,-37360,702.875,0,1
28176,-37360,659,0,1
30352,-37360,591.125,0,1
32528,-37360,584,0,1
17808,-37392,852.625,0,1
19984,-37392,390.25,0,0
22160,-37392,431.625,0,1
24336,-37392,615.5,0,1
26512,-37392,683,4,1
28688,-37392,645,0,1
30864,-37392,694.875,128,1
16144,-37424,997.25,0,1
18320,-37424,611,0,1
20496,-37424,437,0,1
22672,-37424,554,128,1
24848,-37424,689.375,0,1
27024,-37424,679,0,1
29200,-37424,682.625,0,1
31376,-37424,590.375,128,1
16656,-37456,988.875,0,1
18832,-37456,378.625,0,0
21008,-37456,558,0,0
23184,-37456,578.375,8,1
25360,-37456,697.125,0,1
27536,-37456,667.25,0,1
29712,-37456,700.625,0,1
31888,-37456,585,0,1
17168,-37488,972,0,1
19344,-37488,375.75,0,1
21520,-37488,561,8,1
23696,-37488,595.875,4,1
25872,-37488,696.375,0,1
28048,-37488,665.875,0,1
30224,-37488,615.125,0,1
32400,-37488,584,0,1
17680,-37520,895.5,0,1
19856,-37520,418.125,0,0
22032,-37520,562.125,8,1
24208,-37520,659.75,128,1
26384,-37520,681.125,0,1
28560,-37520,654.875,0,1
30736,-37520,647.5,0,1
32912,-37520,584,0,1
18192,-37552,634.5,0,1
20368,-37552,494.375,0,1
22544,-37552,611.625,128,1
24720,-37552,653,8,1
26896,-37552,680,4,1
29072,-37552,685.375,0,1
31248,-37552,610.5,0,1
16528,-37584,992,0,1
18704,-37584,347,0,1
20880,-37584,598,0,0
23056,-37584,666.125,0,1
25232,-37584,738.625,0,1
27408,-37584,667.625,0,1
29584,-37584,706,8,1
31760,-37584,599,128,1
17040,-37616,993.875,0,1
19216,-37616,341.875,0,1
21392,-37616,689.375,0,1
23568,-37616,642.75,0,1
25744,-37616,707.125,0,1
27920,-37616,667,0,1
30096,-37616,650,0,1
32272,-37616,603.875,0,1
17552,-37648,942.375,0,1
19728,-37648,433.125,0,0
21904,-37648,666.125,0,1
24080,-37648,681.5,0,1
26256,-37648,688,130,1
28432,-37648,684.125,0,1
30608,-37648,619.875,0,1
32784,-37648,630.875,0,1
18064,-37680,644.75,8,1
20240,-37680,542,0,1
22416,-37680,711,0,1
24592,-37680,645.5,0,1
26768,-37680,694,4,1
28944,-37680,694,0,1
31120,-37680,664.5,0,1
16400,-37712,995.375,0,1
18576,-37712,323,0,1
20752,-37712,632,0,0
22928,-37712,713,0,1
25104,-37712,734.5,2,1
27280,-37712,676,0,1
29456,-37712,698,0,0
31632,-37712,649.375,0,1
16912,-37744,1004,0,1
19088,-37744,305,0,0
21264,-37744,733.5,0,1
23440,-37744,678.625,0,1
25616,-37744,706.25,0,1
27792,-37744,673.125,0,1
29968,-37744,704.75,0,1
32144,-37744,639.875,0,1
17424,-37776,985.625,0,1
19600,-37776,428.25,0,1
21776,-37776,720.5,0,1
23952,-37776,699.125,0,1
26128,-37776,704.125,64,1
28304,-37776,697,0,1
30480,-37776,632.125,0,1
32656,-37776,684.75,0,1
17936,-37808,671.125,0,1
20112,-37808,591.375,0,1
22288,-37808,727.375,0,1
24464,-37808,684.625,0,1
26640,-37808,695.25,2,1
28816,-37808,712.25,8,1
30992,-37808,690,0,1
16272,-37840,1011,8,1
18448,-37840,288.625,0,1
20624,-37840,666.625,0,1
22800,-37840,718,0,1
24976,-37840,703.125,0,1
27152,-37840,688,4,1
29328,-37840,712.625,128,1
31504,-37840,672.625,0,1
16784,-37872,1025.88,0,1
18960,-37872,274.75,0,1
21136,-37872,736.375,0,1
23312,-37872,694.75,0,1
25488,-37872,715.875,0,1
27664,-37872,683,72,1
29840,-37872,746.125,4,1
32016,-37872,669,8,1
17296,-37904,1019.63,8,1
19472,-37904,409.375,0,1
21648,-37904,734.375,0,1
23824,-37904,695.625,0,1
26000,-37904,713.25,0,1
28176,-37904,702.375,64,1
30352,-37904,679,0,1
32528,-37904,701.625,0,1
17808,-37936,744.375,0,1
19984,-37936,642.375,0,1
22160,-37936,723.625,0,1
24336,-37936,695.375,0,1
26512,-37936,696.75,66,1
28688,-37936,712.625,0,1
30864,-37936,711.25,0,1
16144,-37968,1022.63,4,1
18320,-37968,276.375,0,1
20496,-37968,697,0,1
22672,-37968,702.625,0,1
24848,-37968,701,0,1
27024,-37968,691.25,2,1
29200,-37968,706.375,0,1
31376,-37968,712,0,1
16656,-38000,1018.38,128,1
18832,-38000,248.875,0,1
21008,-38000,743.375,0,0
23184,-38000,699,0,1
25360,-38000,704,0,1
27536,-38000,688,4,1
29712,-38000,759,0,0
31888,-38000,704,0,1
17168,-38032,1043,0,1
19344,-38032,390.25,0,0
21520,-38032,737.125,0,1
23696,-38032,694.75,0,1
25872,-38032,704,4,1
28048,-38032,693.125,0,1
30224,-38032,727.125,0,1
32400,-38032,707,0,1
17680,-38064,804,0,1
19856,-38064,652.875,0,0
22032,-38064,714,0,1
24208,-38064,699,132,1
26384,-38064,703,66,1
28560,-38064,693.625,0,1
30736,-38064,716.125,128,1
32912,-38064,704,0,1
18192,-38096,267.625,0,1
20368,-38096,720.375,0,1
22544,-38096,689,0,1
24720,-38096,694,4,1
26896,-38096,687.625,66,1
29072,-38096,704,8,1
31248,-38096,710.625,0,1
16528,-38128,1025.88,8,1
18704,-38128,233.875,0,1
20880,-38128,745.125,0,1
23056,-38128,702.875,0,1
25232,-38128,701,0,1
27408,-38128,689.125,0,1
29584,-38128,733.875,64,1
31760,-38128,701,0,1
17040,-38160,1035.75,4,1
19216,-38160,393.125,0,0
21392,-38160,732.875,0,1
23568,-38160,691.75,0,1
25744,-38160,695.25,0,1
27920,-38160,693,0,1
30096,-38160,722.75,6,1
32272,-38160,694,0,1
17552,-38192,889,0,1
19728,-38192,676.125,0,1
21904,-38192,712.375,0,1
24080,-38192,682.625,8,1
26256,-38192,699.625,4,1
28432,-38192,696.375,4,1
30608,-38192,721,128,1
32784,-38192,696.625,0,1
18064,-38224,356,0,1
20240,-38224,746.75,0,1
22416,-38224,699.625,0,1
24592,-38224,678.25,128,1
26768,-38224,683.25,64,1
28944,-38224,704,8,1
31120,-38224,698.625,0,1
16400,-38256,1027,132,1
18576,-38256,230.875,0,1
20752,-38256,756.125,0,1
22928,-38256,688.125,0,1
25104,-38256,693,128,1
27280,-38256,696,2,1
29456,-38256,704.125,0,1
31632,-38256,693,0,1
16912,-38288,1032.75,0,1
19088,-38288,391.125,0,1
21264,-38288,737.125,0,1
23440,-38288,691,0,1
25616,-38288,689.125,4,1
27792,-38288,699.125,0,1
29968,-38288,717.75,0,0
32144,-38288,689.125,0,1
17424,-38320,960.875,0,1
19600,-38320,685.25,0,0
21776,-38320,708,0,1
23952,-38320,676,0,1
26128,-38320,693,0,1
28304,-38320,700.375,4,1
30480,-38320,698.625,128,1
32656,-38320,688.625,0,1
17936,-38352,501.25,0,1
20112,-38352,776.75,0,0
22288,-38352,707.375,0,1
24464,-38352,671.625,136,1
26640,-38352,683.25,66,1
28816,-38352,704,68,1
30992,-38352,696,72,1
16272,-38384,1032,4,1
18448,-38384,234.875,0,1
20624,-38384,766.125,0,1
22800,-38384,683,0,1
24976,-38384,685.75,0,1
27152,-38384,696,2,1
29328,-38384,706.5,8,1
31504,-38384,695.875,0,1
16784,-38416,1045,0,1
18960,-38416,399.125,0,1
21136,-38416,740.875,0,0
23312,-38416,688,0,1
25488,-38416,696,128,1
27664,-38416,694.875,0,1
29840,-38416,738.25,0,0
32016,-38416,688,128,1
17296,-38448,989,0,1
19472,-38448,696.125,0,1
21648,-38448,737.75,0,0
23824,-38448,683,0,1
26000,-38448,682,0,1
28176,-38448,690.375,64,1
30352,-38448,700.375,128,1
32528,-38448,688,0,1
17808,-38480,643.625,128,1
19984,-38480,797.375,0,0
22160,-38480,739.25,8,1
24336,-38480,718,128,1
26512,-38480,680,8,1
28688,-38480,704,8,1
30864,-38480,696.625,32,1
16144,-38512,1043.63,4,1
18320,-38512,257,128,1
20496,-38512,766.875,0,1
22672,-38512,706,0,1
24848,-38512,678.75,0,1
27024,-38512,696,132,1
29200,-38512,701,12,1
31376,-38512,708.875,96,1
16656,-38544,1051.88,0,1
18832,-38544,412.125,0,1
21008,-38544,755,0,1
23184,-38544,689.125,0,1
25360,-38544,718.125,0,1
27536,-38544,696,0,1
29712,-38544,727.625,0,1
31888,-38544,688,0,1
17168,-38576,1014,0,1
19344,-38576,681.5,0,1
21520,-38576,730,0,0
23696,-38576,690.25,0,1
25872,-38576,680,0,1
28048,-38576,693,8,1
30224,-38576,701.25,128,1
32400,-38576,706.375,0,1
17680,-38608,795.25,0,1
19856,-38608,801.125,0,0
22032,-38608,771.5,0,1
24208,-38608,738,0,1
26384,-38608,680,0,1
28560,-38608,700.375,0,1
30736,-38608,696.375,32,1
32912,-38608,701.75,0,1
18192,-38640,330.125,0,1
20368,-38640,757.75,0,1
22544,-38640,767.5,0,1
24720,-38640,694.625,0,1
26896,-38640,696,128,1
29072,-38640,700.125,0,1
31248,-38640,710.125,0,1
16528,-38672,1048.75,0,1
18704,-38672,425,0,1
20880,-38672,769.25,0,0
23056,-38672,704.125,0,1
25232,-38672,751.125,0,1
27408,-38672,691,128,1
29584,-38672,736.125,0,1
31760,-38672,699,64,1
17040,-38704,1030,0,1
19216,-38704,671,0,0
21392,-38704,741.375,0,0
23568,-38704,707.375,0,1
25744,-38704,683,0,1
27920,-38704,685.25,0,1
30096,-38704,720.625,32,1
32272,-38704,715,0,1
17552,-38736,893.375,0,1
19728,-38736,804.375,0,0
21904,-38736,790.25,0,1
24080,-38736,737.625,128,1
26256,-38736,680.25,136,1
28432,-38736,691.375,0,1
30608,-38736,700.375,36,1
32784,-38736,727.5,0,1
18064,-38768,507.75,0,1
20240,-38768,748.875,0,0
22416,-38768,886.5,0,1
24592,-38768,752.375,0,1
26768,-38768,697.875,0,1
28944,-38768,721.75,0,1
31120,-38768,710.125,0,1
16400,-38800,1054.88,0,1
18576,-38800,465,0,1
20752,-38800,768,0,0
22928,-38800,725.625,0,1
25104,-38800,767.75,0,0
27280,-38800,688,0,1
29456,-38800,726,0,1
31632,-38800,708.875,64,1
16912,-38832,1050.38,0,1
19088,-38832,674.75,0,0
21264,-38832,760.625,0,1
23440,-38832,672.5,0,1
25616,-38832,689.625,4,1
27792,-38832,684,128,1
29968,-38832,722.375,4,1
32144,-38832,709,0,1
17424,-38864,986.5,0,1
19600,-38864,822.125,0,1
21776,-38864,809.875,0,1
23952,-38864,724,0,1
26128,-38864,679,128,1
28304,-38864,680,0,1
30480,-38864,695.375,36,1
32656,-38864,720,0,1
17936,-38896,678.75,0,1
20112,-38896,755,0,0
22288,-38896,951.5,0,1
24464,-38896,835.375,0,1
26640,-38896,700.5,0,1
28816,-38896,706.25,0,1
30992,-38896,707.125,32,1
16272,-38928,1067.13,0,1
18448,-38928,525,0,1
20624,-38928,765,0,0
22800,-38928,818.5,0,1
24976,-38928,786.75,0,1
27152,-38928,690,0,1
29328,-38928,697.875,0,1
31504,-38928,707,64,1
16784,-38960,1067.38,0,1
18960,-38960,673.75,128,1
21136,-38960,790.125,0,1
23312,-38960,685,0,1
25488,-38960,706.125,0,0
27664,-38960,689.75,0,1
29840,-38960,691.625,4,1
32016,-38960,704,0,1
17296,-38992,1020.38,0,1
19472,-38992,834.125,0,1
21648,-38992,786.625,0,1
23824,-38992,698.75,0,1
26000,-38992,689.375,0,1
28176,-38992,683.625,0,1
30352,-38992,695,32,1
32528,-38992,717,64,1
17808,-39024,797.125,0,1
19984,-39024,773.875,0,0
22160,-39024,963.375,0,1
24336,-39024,853.75,0,1
26512,-39024,697.375,0,1
28688,-39024,680,0,1
30864,-39024,699.875,32,1
16144,-39056,1071.25,0,1
18320,-39056,604.125,128,1
20496,-39056,768,0,0
22672,-39056,959.375,0,0
24848,-39056,823.875,0,1
27024,-39056,702,4,1
29200,-39056,680,0,1
31376,-39056,690.875,192,1
16656,-39088,1075.38,0,1
18832,-39088,700.5,0,1
21008,-39088,761.625,0,0
23184,-39088,683.375,0,1
25360,-39088,686.75,0,0
27536,-39088,687.375,0,1
29712,-39088,681.375,4,1
31888,-39088,697,0,1
17168,-39120,1024.75,0,1
19344,-39120,835.75,0,1
21520,-39120,752.625,0,0
23696,-39120,702,8,1
25872,-39120,685.375,0,1
28048,-39120,705.5,136,1
30224,-39120,688,32,1
32400,-39120,707.375,0,1
17680,-39152,894,0,1
19856,-39152,804.75,0,0
22032,-39152,922.25,0,0
24208,-39152,820.875,0,1
26384,-39152,686.875,0,1
28560,-39152,680,0,1
30736,-39152,683.125,8,1
32912,-39152,687.875,2,1
18192,-39184,682,0,1
20368,-39184,785.875,0,0
22544,-39184,1006.13,0,1
24720,-39184,867.125,0,1
26896,-39184,690.875,8,1
29072,-39184,681.875,0,1
31248,-39184,684.875,0,1
16528,-39216,1083,0,1
18704,-39216,740.25,0,1
20880,-39216,751.375,0,0
23056,-39216,705,0,1
25232,-39216,703.875,0,0
27408,-39216,678,72,1
29584,-39216,680,4,1
31760,-39216,689.375,0,1
17040,-39248,1058.63,0,1
19216,-39248,846.75,0,0
21392,-39248,744.375,0,0
23568,-39248,686,0,1
25744,-39248,719,8,1
27920,-39248,711.875,0,1
30096,-39248,695.625,32,1
32272,-39248,692.75,0,1
17552,-39280,970.25,0,1
19728,-39280,814.125,0,0
21904,-39280,862.25,0,0
24080,-39280,763,0,1
26256,-39280,678.125,0,1
28432,-39280,695,0,1
30608,-39280,683,8,1
32784,-39280,705.75,64,1
18064,-39312,789.25,0,1
20240,-39312,806.125,0,0
22416,-39312,1003,8,1
24592,-39312,880.875,0,1
26768,-39312,680.125,8,1
28944,-39312,690.875,0,1
31120,-39312,692.375,0,1
16400,-39344,1081,128,1
18576,-39344,793.875,0,1
20752,-39344,764.625,0,0
22928,-39344,766,0,1
25104,-39344,730.75,0,1
27280,-39344,666.75,64,1
29456,-39344,680,4,1
31632,-39344,683.625,2,1
16912,-39376,1084,0,1
19088,-39376,856.125,0,1
21264,-39376,789.25,0,1
23440,-39376,684.875,0,1
25616,-39376,704.375,0,1
27792,-39376,694.375,128,1
29968,-39376,712.5,0,1
32144,-39376,683,2,1
17424,-39408,994.125,0,1
19600,-39408,822,0,1
21776,-39408,786.375,0,1
23952,-39408,714.125,0,1
26128,-39408,698.75,4,1
28304,-39408,728.625,0,1
30480,-39408,686.125,0,1
32656,-39408,706,64,1
17936,-39440,881.25,128,1
20112,-39440,815.375,0,0
22288,-39440,974.25,0,1
24464,-39440,875.25,0,1
26640,-39440,678,0,1
28816,-39440,726.25,0,1
30992,-39440,686.25,0,1
16272,-39472,1081.63,0,1
18448,-39472,853.5,0,1
20624,-39472,777.625,0,0
22800,-39472,822.125,0,1
24976,-39472,716.375,0,1
27152,-39472,659,8,1
29328,-39472,687.875,4,1
31504,-39472,702,8,1
16784,-39504,1097,8,1
18960,-39504,861.375,0,1
21136,-39504,776.375,0,1
23312,-39504,697.5,0,1
25488,-39504,679.375,0,1
27664,-39504,695.75,130,1
29840,-39504,715.875,0,1
32016,-39504,689.5,2,1
17296,-39536,1029.13,0,1
19472,-39536,838,0,1
21648,-39536,753.125,0,1
23824,-39536,696,0,1
26000,-39536,717.375,0,1
28176,-39536,714.875,0,1
30352,-39536,686.875,64,1
32528,-39536,687.375,0,1
17808,-39568,942.125,128,1
19984,-39568,826.25,0,0
22160,-39568,878.875,0,0
24336,-39568,770,0,0
26512,-39568,676.875,128,1
28688,-39568,729.375,0,1
30864,-39568,687.5,0,1
16144,-39600,1102.38,0,1
18320,-39600,895.625,0,1
20496,-39600,794,0,0
22672,-39600,844.75,0,1
24848,-39600,711.625,0,1
27024,-39600,661,0,1
29200,-39600,755.25,0,1
31376,-39600,700.625,0,0
16656,-39632,1105,8,1
18832,-39632,868.375,0,1
21008,-39632,751,0,0
23184,-39632,718,0,1
25360,-39632,680.375,136,1
27536,-39632,702.75,66,1
29712,-39632,683,0,1
31888,-39632,710,130,1
17168,-39664,1071.75,64,1
19344,-39664,854,0,0
21520,-39664,762.625,0,0
23696,-39664,705,0,1
25872,-39664,682,0,1
28048,-39664,679.375,0,1
30224,-39664,677,128,1
32400,-39664,680.125,0,1
17680,-39696,979,128,1
19856,-39696,841,0,0
22032,-39696,798.75,0,1
24208,-39696,734.125,0,0
26384,-39696,683,0,1
28560,-39696,705.5,0,1
30736,-39696,693.625,0,1
32912,-39696,691.25,0,1
18192,-39728,928,0,1
20368,-39728,834.375,0,0
22544,-39728,826.375,128,1
24720,-39728,713.125,0,0
26896,-39728,661.625,0,1
29072,-39728,785,0,1
31248,-39728,680.875,0,1
16528,-39760,1112,0,1
18704,-39760,895.375,0,1
20880,-39760,747.375,0,0
23056,-39760,708.5,0,1
25232,-39760,691.75,0,1
27408,-39760,693.125,66,1
29584,-39760,704.5,0,1
31760,-39760,716.25,4,1
17040,-39792,1092.13,0,1
19216,-39792,867,0,1
21392,-39792,749,0,0
23568,-39792,732.75,0,1
25744,-39792,675,0,0
27920,-39792,678.125,2,1
30096,-39792,672,64,1
32272,-39792,676.875,0,1
17552,-39824,1001.88,8,1
19728,-39824,847,0,0
21904,-39824,761.75,0,1
24080,-39824,704,0,1
26256,-39824,688.75,8,1
28432,-39824,663,0,1
30608,-39824,691.25,0,1
32784,-39824,699.875,0,1
18064,-39856,960.75,0,1
20240,-39856,858,0,0
22416,-39856,800,0,1
24592,-39856,712,0,1
26768,-39856,657.625,0,1
28944,-39856,722.125,0,1
31120,-39856,680,0,1
16400,-39888,1118,128,1
18576,-39888,930.625,0,1
20752,-39888,769.375,0,0
22928,-39888,720.875,0,1
25104,-39888,722,0,1
27280,-39888,705.75,64,1
29456,-39888,721.875,0,1
31632,-39888,690.75,0,1
16912,-39920,1108.88,0,1
19088,-39920,878,0,1
21264,-39920,742.125,0,1
23440,-39920,736.875,0,1
25616,-39920,693.125,0,1
27792,-39920,678.125,64,1
29968,-39920,679.125,0,1
32144,-39920,692,8,1
17424,-39952,1040.13,0,1
19600,-39952,857.375,0,1
21776,-39952,745.125,0,1
23952,-39952,689.875,0,1
26128,-39952,708.75,8,1
28304,-39952,627.625,64,1
30480,-39952,679.875,0,1
32656,-39952,694.625,0,1
17936,-39984,980.625,0,1
20112,-39984,849.25,0,0
22288,-39984,771.625,0,1
24464,-39984,711.125,0,1
26640,-39984,656,2,1
28816,-39984,708.625,0,1
30992,-39984,682.5,0,1
16272,-40016,1128,0,1
18448,-40016,959,0,1
20624,-40016,800,0,0
22800,-40016,721.25,0,1
24976,-40016,757.25,0,1
27152,-40016,745.375,64,1
29328,-40016,696.25,0,1
31504,-40016,681.375,128,1
16784,-40048,1116.13,0,1
18960,-40048,892.875,128,1
21136,-40048,742.125,0,1
23312,-40048,727.875,0,0
25488,-40048,753.75,0,1
27664,-40048,687.125,64,1
29840,-40048,706.125,32,1
32016,-40048,715.75,128,1
17296,-40080,1067,64,1
19472,-40080,864,0,1
21648,-40080,736,0,1
23824,-40080,693.125,8,1
26000,-40080,723.875,0,1
28176,-40080,662.625,0,1
30352,-40080,688,0,1
32528,-40080,681,0,1
17808,-40112,1020.25,0,1
19984,-40112,864.625,0,0
22160,-40112,751,0,1
24336,-40112,706,0,1
26512,-40112,651.625,2,1
28688,-40112,635.5,0,1
30864,-40112,660.875,0,1
16144,-40144,1131,0,1
18320,-40144,983.75,0,1
20496,-40144,820.5,0,0
22672,-40144,719.875,0,1
24848,-40144,735.75,0,1
27024,-40144,729.375,0,1
29200,-40144,682.25,4,1
31376,-40144,687.625,0,1
16656,-40176,1128,64,1
18832,-40176,899.75,128,1
21008,-40176,751.875,0,0
23184,-40176,724,0,0
25360,-40176,783.5,0,1
27536,-40176,728.375,2,1
29712,-40176,730.25,32,1
31888,-40176,687.25,0,1
17168,-40208,1091,0,1
19344,-40208,871.25,0,1
21520,-40208,736.75,0,1
23696,-40208,706.125,0,1
25872,-40208,697.75,0,1
28048,-40208,731.5,2,1
30224,-40208,673.875,96,1
32400,-40208,684.75,12,1
17680,-40240,1078,0,1
19856,-40240,871.625,0,0
22032,-40240,739.625,0,1
24208,-40240,687.25,128,1
26384,-40240,659.375,2,1
28560,-40240,616,0,1
30736,-40240,638.625,0,1
32912,-40240,657.125,0,1
18192,-40272,1022.63,128,1
20368,-40272,810,0,0
22544,-40272,718.25,0,1
24720,-40272,731.125,0,1
26896,-40272,692.375,0,1
29072,-40272,664.625,0,1
31248,-40272,690,128,1
16528,-40304,1134,64,1
18704,-40304,905.75,128,1
20880,-40304,766,0,0
23056,-40304,704,0,1
25232,-40304,727,0,1
27408,-40304,744.75,2,1
29584,-40304,741,0,1
31760,-40304,656,0,1
17040,-40336,1113.75,64,1
19216,-40336,878.25,0,1
21392,-40336,742.875,0,1
23568,-40336,727.125,0,0
25744,-40336,693.75,0,1
27920,-40336,719,66,1
30096,-40336,660.875,32,1
32272,-40336,703.25,0,0
17552,-40368,1119.63,0,1
19728,-40368,852.875,0,0
21904,-40368,744,0,1
24080,-40368,673,0,1
26256,-40368,661.75,2,1
28432,-40368,629.375,0,1
30608,-40368,683.375,0,1
32784,-40368,648.375,0,1
18064,-40400,1053.63,128,1
20240,-40400,809.625,0,1
22416,-40400,724,0,1
24592,-40400,797.625,0,1
26768,-40400,668.625,0,1
28944,-40400,637,0,1
31120,-40400,682.625,128,1
16400,-40432,1144,0,1
18576,-40432,926.625,0,1
20752,-40432,783.875,0,0
22928,-40432,710,0,1
25104,-40432,712.75,0,1
27280,-40432,727,2,1
29456,-40432,717.25,0,1
31632,-40432,659,0,1
16912,-40464,1144,0,1
19088,-40464,891,128,1
21264,-40464,750.125,0,1
23440,-40464,728.875,0,0
25616,-40464,736.375,0,1
